COUNTY_ID,COUNTY,TOWN_ID,TOWN,V_ID,VILLAGE,P_CNT,M_F_RAT,P_H_CNT,P_DEN,A65_A0A14_RAT,COLLEGE_RATE,MARRIAGED_RATE,A0_A19_COUNT_RATE,A20_A39_COUNT_RATE,A40_A59_COUNT_RATE,A60_A79_COUNT_RATE,A80up_COUNT_RATE,ml1,ml2,ml3,ml4,ml5,ml6,ml7,ml8,ml9,ml10,ml11,ml12,ml13,ml14,ml15,ml16,ml17,ml18,ml19,ml20,ml21,ml22,ml23,ml24
63000,臺北市,63000010,松山區,63000010-018,慈祐里,8141,99.14,2,25743.27,174.91,49.1708635302788,40.8917823363223,13.5978381034271,27.9326864021619,33.3374278344184,20.5871514555951,4.54489620439749,3,3,2,1,3,2,2,2,3,1,1,3,2,2,2,1,1,2,2,1,1,1,2,3
63000,臺北市,63000010,松山區,63000010-019,安平里,8548,91.36,2.38,40824.51,159.92,53.5797847449696,45.7182966775854,15.5124005615349,29.153018249883,30.276087973795,20.4492278895648,4.60926532522227,2,3,1,2,2,1,1,1,3,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1
63000,臺北市,63000010,松山區,63000010-020,鵬程里,5555,93.28,2.58,42966.76,159.2,57.8037803780378,45.4545454545455,15.7695769576958,27.5067506750675,31.3771377137714,21.1881188118812,4.15841584158416,2,2,1,4,3,2,1,1,2,1,2,2,3,2,1,3,2,1,2,2,2,2,1,1
63000,臺北市,63000010,松山區,63000010-021,自強里,10204,89.31,2.64,65421.16,146.61,60.9074872598981,47.2265778126225,18.5025480203842,23.3339866718934,31.7914543316347,20.1979615836927,6.17404939239514,2,3,1,2,2,1,1,1,1,1,1,1,2,4,1,3,1,3,1,2,1,2,1,1
63000,臺北市,63000010,松山區,63000010-022,吉祥里,8685,87.62,2.53,40331.19,161.76,61.2895797351756,49.153713298791,16.3385146804836,27.5532527345999,28.6125503742084,23.4081750143926,4.08750719631549,2,2,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2
63000,臺北市,63000010,松山區,63000010-024,新聚里,8269,86.57,2.46,53813.26,146,57.3104365703229,46.2691982101826,16.4953440561132,28.5766114403193,29.3505865279961,21.7559559801669,3.82150199540452,2,3,1,2,3,1,1,1,3,1,1,2,2,4,1,1,1,3,2,2,1,2,1,2
63000,臺北市,63000010,松山區,63000010-025,復盛里,6603,89.41,2.58,40500.26,152.55,55.7928214447978,46.4182947145237,17.2497349689535,27.4572164167802,28.8656671210056,21.6568226563683,4.77055883689232,2,2,1,2,3,1,1,1,3,1,1,1,3,2,1,1,1,1,2,2,2,2,1,1
63000,臺北市,63000010,松山區,63000010-026,中正里,10651,87.68,2.7,29822.79,58.82,57.06506431321,45.657684724439,28.1945357243451,22.4392075861421,30.8140080743592,15.5572246737396,2.99502394141395,2,3,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2
63000,臺北市,63000010,松山區,63000010-027,中崙里,4519,87.12,2.61,47881.92,63.91,53.3967691967249,45.1427306926311,26.2447444124806,23.345872980748,32.0867448550564,14.5607435273291,3.76189422438593,4,2,1,2,2,1,1,1,1,1,2,1,3,3,1,3,3,3,1,3,2,2,1,1
63000,臺北市,63000010,松山區,63000010-028,美仁里,3772,89.74,2.77,17253.76,88.97,54.0031813361612,47.0042417815483,24.4697773064687,22.0307529162248,30.0371155885472,19.3531283138918,4.10922587486744,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,3,2,1,1
63000,臺北市,63000010,松山區,63000010-029,吉仁里,4202,88.94,2.68,67205.12,97.45,56.282722513089,45.8115183246073,22.7272727272727,23.417420276059,30.3188957639219,19.419324131366,4.11708710138029,4,2,1,4,2,1,1,1,1,1,1,1,3,4,1,3,3,3,3,3,4,2,1,1
63000,臺北市,63000010,松山區,63000010-030,敦化里,7400,90.43,2.85,52199.8,93.06,56.472972972973,46.1486486486486,23.1486486486486,24.1216216216216,29.3513513513514,19.3108108108108,4.06756756756757,4,2,1,2,2,1,1,1,3,1,1,1,3,2,1,1,3,3,1,3,4,2,1,2
63000,臺北市,63000010,松山區,63000010-031,復源里,3428,92.04,2.73,63667.77,87.89,54.0840140023337,45.9451575262544,24.1831971995333,22.8413068844807,30.5425904317386,18.1738623103851,4.25904317386231,4,2,1,4,2,1,1,1,1,1,1,1,3,4,1,3,3,3,3,3,4,2,1,1
63000,臺北市,63000010,松山區,63000010-032,復建里,4794,91.07,2.62,53882.73,85.4,56.6332916145181,46.4956195244055,23.2999582811848,22.6950354609929,33.0621610346266,17.459324155194,3.48352106800167,4,2,1,2,2,1,1,1,1,1,1,1,3,3,1,2,3,3,1,3,2,2,1,1
63000,臺北市,63000010,松山區,63000010-033,復勢里,6637,84.51,2.53,51469.96,106.3,57.3301190296821,46.3161066747024,21.0637336145849,24.6948922706042,30.2244990206419,19.3912912460449,4.62558384812415,2,3,1,2,3,1,1,1,1,1,2,1,3,2,1,1,1,1,2,2,2,2,1,1
63000,臺北市,63000010,松山區,63000010-034,福成里,2779,83.92,2.77,35524.36,121.04,61.640878013674,47.3911478949262,21.266642677222,23.0658510255488,29.5070169125585,20.6908960057575,5.46959337891328,4,2,1,3,4,1,1,1,1,1,1,1,3,2,1,3,2,1,2,3,3,2,1,1
63000,臺北市,63000010,松山區,63000010-035,松基里,3706,85.3,2.51,21017.41,167.27,59.066378845116,48.3000539665407,15.9740960604425,26.7674042093902,28.0356179168915,24.3119266055046,4.91095520777118,3,2,1,3,3,2,1,1,1,1,1,1,3,2,1,1,2,1,2,2,3,2,1,1
63000,臺北市,63000020,信義區,63000020-001,西村里,5954,105.74,2.04,11604.43,218.63,57.1884447430299,40.712126301646,14.0241854215653,22.791400738999,31.1387302653678,25.5626469600269,6.48303661404098,3,1,2,1,5,2,2,2,4,1,3,3,2,3,2,1,5,1,2,4,1,1,2,3
63000,臺北市,63000020,信義區,63000020-002,正和里,4840,84.52,2.49,65024.05,137.99,62.0867768595041,49.0289256198347,19.5867768595041,22.5619834710744,30.5165289256198,22.7066115702479,4.62809917355372,2,2,1,2,3,2,1,1,1,1,1,1,3,3,1,2,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-003,興隆里,2984,86.38,2.37,11058.53,172.91,59.4839142091153,45.2077747989276,17.627345844504,22.9892761394102,29.5911528150134,24.0616621983914,5.73056300268096,3,2,1,3,3,2,1,2,1,1,1,3,4,3,1,2,2,1,2,2,3,2,1,1
63000,臺北市,63000020,信義區,63000020-004,中興里,3596,79.17,2.05,43965.18,156.42,62.4582869855395,46.0511679644049,15.7953281423804,26.1679644048943,31.4238042269188,21.9410456062291,4.67185761957731,3,2,1,3,3,2,2,2,1,1,2,1,4,3,1,2,2,1,2,2,1,2,1,1
63000,臺北市,63000020,信義區,63000020-005,新仁里,3496,88.06,2.53,6064.79,142.41,63.558352402746,48.8558352402746,18.9645308924485,24.5137299771167,29.7196796338673,22.1967963386728,4.60526315789474,3,2,1,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,1
63000,臺北市,63000020,信義區,63000020-006,興雅里,5913,87.6,2.4,23734.98,187.46,58.9717571452731,48.4018264840183,15.8802638254693,25.1479790292576,30.373752748182,23.4737020125148,5.12430238457636,2,2,1,3,3,1,1,2,1,1,1,1,3,2,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-007,敦厚里,5354,86.29,2.33,48486.28,142.73,60.5155024280912,47.7960403436683,15.988046320508,28.7261860291371,31.6212177810982,19.6301830407172,4.03436682853941,2,2,1,2,3,2,1,2,1,1,1,2,3,3,1,2,1,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-008,廣居里,8303,87.72,2.64,49696.54,95.48,58.2078766710827,46.7060098759485,21.3055522100446,25.2318439118391,30.0975551005661,19.5351077923642,3.82994098518608,2,3,1,2,2,1,1,1,1,1,1,1,2,4,1,1,1,3,2,2,1,2,1,2
63000,臺北市,63000020,信義區,63000020-009,安康里,11156,89.47,2.52,22226.21,85.37,58.7307278594478,47.6604517748297,23.4492649695231,25.0358551452133,29.0337038365005,19.3438508425959,3.13732520616709,2,3,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2
63000,臺北市,63000020,信義區,63000020-010,六藝里,3892,94.6,2.77,60998.35,103.26,48.8694758478931,46.5827338129496,20.4522096608428,27.1068859198356,30.4213771839671,18.1397738951696,3.879753340185,4,4,3,4,4,3,3,3,2,2,2,2,3,4,1,3,3,3,3,3,4,3,1,1
63000,臺北市,63000020,信義區,63000020-011,雅祥里,5136,95.43,2.45,31912.12,139.48,53.0568535825545,46.5926791277259,16.5303738317757,28.0957943925234,31.4057632398754,20.3660436137072,3.60202492211838,2,2,1,2,3,2,1,1,3,1,2,2,3,3,1,3,1,1,2,3,2,2,1,1
63000,臺北市,63000020,信義區,63000020-012,五常里,3814,93.9,2.61,44657.28,148.69,52.4121657052963,46.7226009438909,16.5705296276875,28.7100157315155,28.9722076560042,21.4210802307289,4.32616675406397,2,2,1,4,3,2,1,1,2,2,2,2,3,4,1,3,2,1,2,2,4,2,1,1
63000,臺北市,63000020,信義區,63000020-013,五全里,5103,89.99,2.53,63098.15,173.21,53.4587497550461,47.3251028806584,14.9323927101705,28.5322359396433,30.472271213012,21.222810111699,4.84029002547521,2,2,1,2,4,2,1,2,2,1,2,2,3,4,1,2,2,3,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-014,永吉里,4148,101.07,2.88,36074.58,125.31,42.0684667309547,46.5043394406943,16.3693346190935,32.0154291224687,29.9180327868852,18.8765670202507,2.82063645130183,4,1,3,4,4,3,3,1,2,3,2,4,3,1,3,3,2,3,3,3,4,4,3,3
63000,臺北市,63000020,信義區,63000020-015,長春里,4419,93.56,2.55,50500.55,181.02,47.9972844534963,45.5759221543336,13.4419551934827,31.1608961303462,31.2287847929396,19.6198234894773,4.54854039375424,3,2,1,3,3,2,2,2,2,3,2,2,3,3,1,2,2,3,2,3,2,3,1,1
63000,臺北市,63000020,信義區,63000020-016,四育里,5715,96.73,2.6,36916.7,177.51,51.4435695538058,48.0489938757655,14.2607174103237,30.7436570428696,28.4864391951006,22.3622047244094,4.14698162729659,2,2,1,2,3,2,1,1,2,2,2,1,3,4,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-017,四維里,5479,91.71,2.53,96244.38,191.62,56.5066617995985,48.1292206607045,13.3601022084322,31.246577842672,27.3955101295857,23.6174484394963,4.38036137981383,4,2,1,3,3,2,1,3,2,2,2,2,3,4,1,3,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-018,永春里,5098,94.36,2.57,36837.12,157.9,51.3338564142801,46.5672812867791,15.2412710867007,30.1294625343272,28.3640643389565,21.4593958415065,4.80580619850922,2,2,1,2,3,2,1,1,2,2,2,1,3,4,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-019,富台里,4565,86.63,2.31,43960.59,112.42,56.8236582694414,44.2935377875137,19.1456736035049,25.8707557502738,33.9320920043812,17.1084337349398,3.94304490690033,2,2,1,4,3,1,3,1,1,1,2,2,4,3,2,2,2,1,2,3,2,2,1,1
63000,臺北市,63000020,信義區,63000020-020,國業里,8152,90.69,2.68,90196.95,90.68,55.765456329735,46.1236506378803,22.7060843964671,24.0799803729146,30.937193326791,18.5721295387635,3.70461236506379,4,3,1,2,2,1,1,1,1,1,2,2,3,4,1,3,3,3,1,2,1,2,1,1
63000,臺北市,63000020,信義區,63000020-021,松隆里,2310,96.6,2.63,3072.8,164.56,45.3679653679654,42.2943722943723,14.2857142857143,28.961038961039,31.6450216450216,21.3419913419913,3.76623376623377,1,1,2,1,1,4,4,2,1,3,3,4,1,1,2,4,2,1,4,4,3,2,2,3
63000,臺北市,63000020,信義區,63000020-022,松友里,7140,89.29,2.79,34083.59,102.13,53.2212885154062,46.1484593837535,21.1064425770308,26.6106442577031,28.7535014005602,20,3.52941176470588,2,2,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,2,2,3,1,1,1,2
63000,臺北市,63000020,信義區,63000020-023,松光里,5003,92.94,2.39,45060.3,267.69,54.4273435938437,48.4709174495303,12.6524085548671,27.2236658005197,30.6216270237857,24.745152908255,4.75714571257246,3,2,1,3,3,2,1,2,1,1,1,1,3,3,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-024,中坡里,4579,94.93,2.71,32450.55,174.95,52.1729635291548,47.7178423236515,14.7193710417122,30.5743612142389,28.6088665647521,22.3629613452719,3.7344398340249,2,2,1,2,3,2,1,1,2,2,2,1,3,4,1,1,2,1,2,2,4,1,1,1
63000,臺北市,63000020,信義區,63000020-025,中行里,8241,96.21,2.77,9743.91,137.96,49.9817983254459,45.6497997815799,16.2480281519233,31.3190146826841,28.600897949278,20.4344132993569,3.39764591675768,2,3,1,2,2,1,4,1,3,1,3,1,2,2,1,1,1,2,1,1,1,1,1,2
63000,臺北市,63000020,信義區,63000020-026,大道里,6207,94.76,2.56,52804.41,191.68,54.9379732560013,48.5741904301595,14.3064282261962,28.8061865635573,29.1767359432898,23.6990494602868,4.01159980666989,2,2,1,2,3,2,1,2,3,2,1,1,3,2,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-027,大仁里,4107,91.65,2.5,31135.81,218.39,49.7199902605308,46.6764061358656,14.1465790114439,27.1244217190163,31.4097881665449,22.0842464085707,5.23496469442415,3,2,1,3,3,2,1,1,1,1,2,1,3,3,1,3,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-028,景新里,5312,86.19,2.45,24829.16,142.58,59.7703313253012,47.6844879518072,18.3546686746988,25.8847891566265,28.7085843373494,22.4209337349398,4.63102409638554,3,2,1,3,3,1,1,1,1,1,1,1,3,2,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-029,惠安里,6773,93.57,2.56,18227.03,157.66,53.6837442787539,45.9323785619371,14.7497416211428,29.1894286136129,32.747674590285,19.5777351247601,3.73542005019932,2,3,1,2,3,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1
63000,臺北市,63000020,信義區,63000020-030,三張里,9201,91.61,2.5,31147.39,170.68,56.3960439082708,47.5383110531464,16.1069448972938,26.7796978589284,30.1054233235518,22.0519508749049,4.95598304532116,2,3,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2
63000,臺北市,63000020,信義區,63000020-031,三犁里,5375,88.86,2.48,9586.32,174.79,58.8837209302326,48.9116279069767,15.4790697674419,26.1395348837209,30.5860465116279,23.4976744186046,4.29767441860465,3,2,1,3,3,2,1,1,1,1,1,1,4,3,1,1,1,1,2,2,1,2,1,1
63000,臺北市,63000020,信義區,63000020-032,六合里,6877,90.71,2.46,5400.41,190.9,59.7935146139305,46.3865057437836,13.9159517231351,27.322960593282,32.1942707575978,22.0444961465755,4.52232077940963,3,3,1,3,3,1,1,2,3,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1
63000,臺北市,63000020,信義區,63000020-033,泰和里,8104,90.55,2.59,11525.69,134.94,49.7408687068115,44.1386969397828,16.3376110562685,29.6150049358342,31.3548864758144,19.5952615992103,3.09723593287266,2,3,1,2,2,1,4,1,3,1,3,1,2,2,1,1,1,2,1,1,1,1,1,2
63000,臺北市,63000020,信義區,63000020-034,景聯里,4662,88.36,2.43,41625.37,222.53,60.1244101244101,48.4341484341484,13.5564135564136,27.992277992278,29.8155298155298,24.045474045474,4.59030459030459,3,2,1,3,3,2,1,2,1,1,1,1,3,2,1,1,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-035,景勤里,4194,93.63,2.48,23668.71,176.28,51.7167381974249,44.6828803051979,15.5460181211254,26.0610395803529,31.7835002384359,21.4592274678112,5.15021459227468,3,2,1,3,3,2,3,1,1,1,2,2,3,3,3,2,2,1,2,3,1,2,1,1
63000,臺北市,63000020,信義區,63000020-036,雙和里,7363,90.46,2.51,28461.76,141.72,55.6159174249626,47.154692380823,16.8137987233465,28.2086106206709,30.3408936574766,21.0104576938748,3.62623930463126,2,2,1,2,3,1,1,1,3,1,1,1,3,2,1,1,1,2,1,2,1,1,1,1
63000,臺北市,63000020,信義區,63000020-037,嘉興里,3225,85.66,2.47,55800.67,199.06,57.4263565891473,46.8527131782946,13.4883720930233,27.7829457364341,30.6046511627907,23.7829457364341,4.34108527131783,3,2,1,3,3,2,1,2,1,1,2,2,3,3,1,2,2,1,2,2,2,2,1,1
63000,臺北市,63000020,信義區,63000020-038,黎順里,4169,92.03,2.37,22531.12,180.81,57.2559366754617,47.1096186135764,13.1926121372032,30.055169105301,30.0311825377788,22.4754137682898,4.2456224514272,3,2,1,3,3,2,1,2,1,2,2,1,3,3,1,1,2,1,2,2,3,2,1,1
63000,臺北市,63000020,信義區,63000020-039,黎平里,7273,88.86,2.42,55339.97,154.37,56.5516293139007,47.2844768321188,15.6606627251478,28.5026811494569,30.9638388560429,20.9817131857555,3.89110408359686,2,3,1,2,3,1,1,1,3,1,1,2,2,2,1,1,1,3,2,2,1,2,1,2
