COUNTY,TOWN,vote10,vote11,vote12,vote13,vote14,vote15,各鄉鎮市區教會個數,KMT得票率,大學畢業比例,曾經結婚比例,年齡中位數,所得中位數
屏東縣,麟洛鄉,0.739184618123554,0.657352677771807,0.639134355275023,0.534799168975069,0.316526610644258,0.374120696038504,0,0.343113284433578,0.2264,0.6674,46.3476,61
屏東縣,長治鄉,0.753754853835446,0.687132784958872,0.610300111152279,0.496278281376667,0.331121333232788,0.343240579270604,0,0.381431398416887,0.2042,0.6566,44,59.8
屏東縣,潮州鎮,0.764662405982349,0.70226287088325,0.625720926228803,0.500319379977005,0.298344487495597,0.317650174339056,2,0.421689980208648,0.2081,0.6446,42,58.6
屏東縣,九如鄉,0.761445288441798,0.687105126877266,0.609861683032415,0.581929402326514,0.308336914482166,0.315609286402054,0,0.287376255509791,0.1676,0.6586,42,55.2
屏東縣,萬丹鄉,0.76611815484219,0.690444877783321,0.618336302590106,0.52637557362897,0.306933946763063,0.339949085423345,0,0.369828406443781,0.1786,0.6575,41.0014,57
屏東縣,恆春鎮,0.752668416447944,0.669750638822804,0.566199170856488,0.486291362269016,0.320386627649198,0.325899600177699,1,0.392865483418963,0.1403,0.668,40.9979,52.5
屏東縣,枋寮鄉,0.783654297792391,0.697286602600339,0.613815352500237,0.512771216698709,0.287971558364606,0.320593840906811,0,0.476710789210789,0.1369,0.678,45,54.8
屏東縣,里港鄉,0.745959241040056,0.671963778409091,0.59598549827571,0.553211559900523,0.333821510297483,0.3335178011437,0,0.330848835776765,0.1794,0.6763,41,56.9
屏東縣,萬巒鄉,0.777245782033744,0.706575185820469,0.58228138627496,0.566479820627803,0.31345269779821,0.34179829890644,0,0.302432918720175,0.1528,0.6726,45,55.1
屏東縣,新埤鄉,0.788370998116761,0.683460076045627,0.606541834557952,0.537597432370472,0.289118921521425,0.316314125942135,0,0.395221133867616,0.1089,0.692,47.3831,53.3
屏東縣,東港鎮,0.766160172508901,0.692011744456819,0.598971591487629,0.534375466719769,0.297520229705038,0.316718913270637,0,0.451936815367519,0.1727,0.6486,40,55.2
屏東縣,琉球鄉,0.813879408418658,0.729950158586316,0.635767578566584,0.454072398190045,0.241199182375653,0.23509485094851,0,0.661987491313412,0.1247,0.6973,42,54.2
屏東縣,內埔鄉,0.762206808432965,0.698105436573311,0.609780713826957,0.518945189451895,0.305777650866172,0.322266089521001,0,0.351331822511249,0.1864,0.6563,44.5186,56.2
臺東縣,關山鎮,0.771057094403618,0.703191188929681,0.603192702394527,0.374824782730586,0.2625,0.29706390328152,0,0.593174846625767,0.1461,0.6533,45,55
臺東縣,綠島鄉,0.712710765239948,0.681847755367599,0.617647058823529,0.340983606557377,0.316239316239316,0.310092961487384,0,0.638669438669439,0.2087,0.6391,39,69.8
臺東縣,池上鄉,0.779173553719008,0.684669573968467,0.56837891927952,0.412571793235482,0.272212978369384,0.301111485348602,0,0.560051936810214,0.1133,0.6772,46.75,52.6
臺東縣,金峰鄉,0.793659043659044,0.743348982785602,0.672071129707113,0.295994993742178,0.27125748502994,0.278527607361963,0,0.711414790996785,0.1025,0.6322,37.9286,59.9
臺東縣,蘭嶼鄉,0.753094059405941,0.624765478424015,0.535423197492163,0.428856382978723,0.276158940397351,0.304582210242588,0,0.473413379073756,0.1501,0.595,36,60.6
臺東縣,延平鄉,0.812002449479486,0.717948717948718,0.659627329192547,0.321056289089646,0.236718224613315,0.230557467309016,0,0.716360529688167,0.1142,0.6271,37.5,55.7
臺東縣,東河鄉,0.792285804615871,0.730153649167734,0.628553379658876,0.397768296685264,0.263457037780007,0.284686536485098,0,0.573608247422681,0.0902,0.6763,49,50.4
臺東縣,長濱鄉,0.797572435395458,0.730394069449863,0.635473766640564,0.388679245283019,0.23864118895966,0.256709956709957,0,0.582526681558699,0.0764,0.6741,50.0984,48.7
臺東縣,大武鄉,0.799382716049383,0.724671307037896,0.736170212765957,0.388205345778532,0.266066838046273,0.27580225498699,0,0.608208955223881,0.1005,0.6669,43,54.1
臺東縣,卑南鄉,0.777672530446549,0.706955219817613,0.621009549795362,0.418808091853472,0.273184357541899,0.298980747451869,0,0.574843655436756,0.1155,0.648,44,54
臺東縣,海端鄉,0.813898704358068,0.715969357690041,0.595719381688466,0.325451151213441,0.215073529411765,0.233270794246404,0,0.725327510917031,0.0998,0.6083,35,58.9
臺東縣,成功鎮,0.813767990289579,0.745442036463708,0.615648005478514,0.349955317247542,0.21626045834849,0.228458794818847,0,0.592098308668076,0.0972,0.6723,46.0302,52.3
臺東縣,達仁鄉,0.804226918798665,0.737896494156928,0.680767061477721,0.311246200607903,0.221364985163205,0.232501521606817,0,0.67497034400949,0.0914,0.6515,42,58.8
臺東縣,臺東市,0.773720417081296,0.7166351236703,0.630070143336383,0.371749978114331,0.266853128372277,0.289528224099124,1,0.548414302029342,0.2079,0.6337,41,60.2
臺東縣,鹿野鄉,0.753094910591472,0.679394564843481,0.581211286992429,0.444181326116374,0.297111416781293,0.313177210765467,0,0.508095440988496,0.1128,0.6759,46.3125,54.1
臺東縣,太麻里鄉,0.815810276679842,0.751784298176051,0.667854315122724,0.414917883211679,0.25166017861232,0.267054714784633,0,0.621309558608594,,,,
花蓮縣,新城鄉,0.776735247569523,0.71522577717268,0.601140250855188,0.364432813744453,0.270715030710395,0.285368105238865,3,0.693770672546858,0.1692,0.6457,40.0094,60.9
花蓮縣,花蓮市,0.762805909552272,0.703535480336886,0.628823448967498,0.352101470688519,0.280717096633144,0.299349638178987,21,0.640739642044893,0.262,0.6446,40.4204,60.3
花蓮縣,鳳林鎮,0.8,0.722467845659164,0.620821586790173,0.361344537815126,0.254508196721311,0.272260976610587,0,0.741825208085612,0.1439,0.6874,49,53.9
花蓮縣,豐濱鄉,0.773464373464373,0.709661598822953,0.621515892420538,0.393271461716937,0.279861511829198,0.301100173711639,0,0.757743023612389,0.0638,0.6721,48.1364,48.7
花蓮縣,壽豐鄉,0.783199134719385,0.707084301969901,0.60601285004243,0.395354583642204,0.268580661198111,0.292958095710389,1,0.69605090772974,0.1497,0.6749,46,52.4
花蓮縣,光復鄉,0.808928571428572,0.73510524438102,0.629129662522202,0.359132548139839,0.239063699155794,0.257860429447853,2,0.752355142599045,0.119,0.6645,48.2247,51.6
花蓮縣,吉安鄉,0.780769650059959,0.711593564029094,0.616670308062049,0.343931671029067,0.260518652059354,0.282285430518388,4,0.668291882515647,0.2252,0.644,42,58.7
花蓮縣,瑞穗鄉,0.815504193086521,0.731833195706028,0.619741774260725,0.362131182339206,0.225608419206314,0.247492368076755,0,0.736764705882353,0.1231,0.6604,47,52
花蓮縣,玉里鎮,0.81000106621175,0.733746792130026,0.636490549828179,0.363933686703507,0.261623234990242,0.273451730418944,2,0.739105965589323,0.1418,0.6319,46,55.7
花蓮縣,秀林鄉,0.785251215559157,0.699565986175856,0.599485282290494,0.395059653839691,0.266822118587608,0.281395348837209,2,0.784605146406389,0.0995,0.6103,34.86,52.7
花蓮縣,萬榮鄉,0.808988764044944,0.719727891156463,0.628852014900102,0.3725782414307,0.248787765759045,0.251695553880934,0,0.810776625347837,0.0957,0.6057,36,51.9
花蓮縣,富里鄉,0.796488427773344,0.694444444444445,0.562136435748281,0.390269421919958,0.245232339511147,0.277434934263483,0,0.753868708258674,0.0906,0.6793,48,49.5
花蓮縣,卓溪鄉,0.821196827685652,0.752543604651163,0.618656182987848,0.312179739850217,0.215402658326818,0.226130653266332,1,0.857265446224256,0.102,0.6199,36.6351,53.8
澎湖縣,白沙鄉,0.797953964194373,0.722815113931353,0.661070911722142,0.433153562304854,0.262986049272781,0.283363255535607,0,0.370771569745344,0.1569,0.6915,43.8274,63.7
澎湖縣,望安鄉,0.783606557377049,0.703601108033241,0.656441717791411,0.472911963882619,0.29324644549763,0.291093843395099,0,0.277466182777961,0.1587,0.6912,46,65.6
澎湖縣,七美鄉,0.737322515212982,0.664602683178535,0.582718651211802,0.455683003128259,0.33651804670913,0.346808510638298,0,0.483903420523139,0.1682,0.6877,42,61.5
澎湖縣,馬公市,0.756720430107527,0.702835072071355,0.634081004358083,0.393385552654482,0.292273963704275,0.307930052867019,4,0.400951814396193,0.246,0.6237,39,70.1
澎湖縣,湖西鄉,0.785248649655429,0.725852005272077,0.631082610335722,0.447638227755401,0.280800621842208,0.28808918443184,0,0.305545171339564,0.1718,0.6621,43,64.4
澎湖縣,西嶼鄉,0.781833616298812,0.704960835509138,0.624295010845987,0.494667760459393,0.291593695271454,0.299737072743208,0,0.369983376870102,0.1365,0.7038,45.1102,59.6
基隆市,七堵區,0.725943714189417,0.671533773489081,0.613967636993536,0.45073008282811,0.337764924245694,0.346696073343712,2,0.414607455521039,0.2115,0.6426,42,57.1
基隆市,信義區,0.715477450772814,0.668234596152216,0.609579409383389,0.399452804377565,0.331479325658604,0.340354671280277,3,0.492773472697783,0.2502,0.6346,43.5365,60.1
基隆市,中正區,0.743262752646776,0.676747116409809,0.59882392963017,0.430971052376803,0.322752111276701,0.346310255901607,4,0.45985066053992,0.2026,0.6409,44.3246,56.9
基隆市,暖暖區,0.716753926701571,0.662788668489326,0.606674892766908,0.424888156345656,0.348542831910509,0.348992091336148,3,0.454868304232021,0.2188,0.638,42,59.8
基隆市,安樂區,0.711141060197664,0.664077339608199,0.597411831626849,0.418811153215316,0.353165783324785,0.352395672333849,1,0.441393072646933,0.2366,0.6408,42,61.9
基隆市,中山區,0.724762357414449,0.669043115573015,0.603121516164995,0.445715962441315,0.335021097046414,0.341481444975605,2,0.443220174587779,0.1911,0.6335,44.0334,57.5
基隆市,仁愛區,0.725525493725843,0.674272858749799,0.606888108165655,0.466387223430785,0.337022628897047,0.35142715723478,3,0.430933682373473,0.2175,0.6586,44,57.4
新竹市,北區,0.710585921201645,0.671247847892806,0.609555214262053,0.425185650976165,0.333742387055722,0.348271933156096,9,0.269292864061995,0.3194,0.6629,39,67.8
新竹市,香山區,0.729859027345298,0.67555871886121,0.61205590647955,0.435106262075236,0.322326497508979,0.333969300147429,0,0.249468512306893,0.2756,0.666,38.2216,64.4
新竹市,東區,0.679701905347265,0.64836945736776,0.60639274456672,0.407825865636792,0.363946032594176,0.364558173703015,14,0.28626663911927,0.4233,0.6719,37.3224,88.6
嘉義市,東區,0.716572800295448,0.672143029717323,0.622851176492523,0.479990311882848,0.338067586863398,0.354634979747759,10,0.429580209193933,0.2997,0.6366,41,64
嘉義市,西區,0.732293119568383,0.679249356216558,0.624169884169884,0.502835655282949,0.317298548151905,0.332398339196856,1,0.385653682992673,0.2482,0.6392,39.8896,60.2
臺北市,大同區,0.654446696123052,0.614258924385507,0.573314300109161,0.521999637866043,0.399353506634173,0.408518286169654,6,0.293656742804611,0.3297,0.6558,42,65
臺北市,大安區,0.645903887895135,0.626823086290391,0.595121327135486,0.409881164294409,0.379592881833312,0.388738972865595,60,0.453419848285374,0.5283,0.6782,43.4713,86.1
臺北市,內湖區,0.643782633919938,0.620385974854961,0.59399271890021,0.423428974425597,0.390856619606254,0.395603898940898,5,0.406851569160009,0.4137,0.6606,39.9311,77.3
臺北市,中正區,0.657525019245574,0.630591809957876,0.593723165563281,0.426060348258024,0.371804297465633,0.383698972507637,29,0.414713223059607,0.4746,0.6763,41.6247,81.6
臺北市,文山區,0.662445551427678,0.640716098497839,0.604704835951817,0.385833656470731,0.366319057536099,0.377154130172791,18,0.467184807263959,0.4236,0.6654,41.4738,76.3
臺北市,士林區,0.658983530814517,0.622891847347547,0.589656941133875,0.475924586815366,0.386348383160464,0.395540774529173,20,0.361193952773797,0.3734,0.6621,42,69.9
臺北市,北投區,0.659783550898152,0.629814372135972,0.591040925343931,0.457157565098022,0.383416153415454,0.388966798723837,17,0.387597185680078,0.3664,0.6646,41.2402,69.9
臺北市,中山區,0.644961787402379,0.618974272805347,0.580052468934096,0.465802017514688,0.391851949470038,0.39943337461068,41,0.380293033737116,0.4182,0.6584,43.1065,73
臺北市,萬華區,0.677350791648197,0.634299345160957,0.583994033618266,0.47465651794715,0.371880797773655,0.385667707088405,4,0.366471106730232,0.2926,0.6589,43.5458,61.5
臺北市,松山區,0.650645653698585,0.629779921740751,0.598159541026466,0.419882296149461,0.382047972016324,0.388007531702851,22,0.429959303996366,0.4795,0.6747,43,81.4
臺北市,信義區,0.663735854328692,0.631863802645155,0.591964361396536,0.423211112454993,0.372876081995964,0.379940360675912,14,0.435929546739921,0.4174,0.6663,43,72.9
臺北市,南港區,0.660432798672566,0.62207136640557,0.58114257709945,0.439914610017703,0.383895163981942,0.392616445828714,4,0.390711641666791,0.3563,0.6679,40.72,68.9
高雄市,前鎮區,0.735746732675394,0.690653100628044,0.638843396492446,0.495393170037825,0.325431515097453,0.34001572327044,1,0.519069070377373,0.2602,0.641,42.3948,61.4
高雄市,彌陀區,0.778924992408139,0.713824692900271,0.648032703117016,0.49373459326212,0.344529750479846,0.310041796163327,3,0.518734643734644,0.157,0.6681,42,51.5
高雄市,大寮區,0.756274237213726,0.707202282791973,0.644352005916066,0.502298424467099,0.317246775055339,0.318149561748403,6,0.514599277978339,0.1899,0.6452,41,55.5
高雄市,永安區,0.764318088174701,0.69700332963374,0.606194690265487,0.488384804591418,0.298939929328622,0.329690604598354,1,0.488237189816307,0.1972,0.6811,41.0721,54.9
高雄市,旗山區,0.773378603901709,0.697118189242795,0.613969514687847,0.51547212741752,0.311635770786788,0.343228312997025,3,0.515533899716808,0.1643,0.667,46.5377,54.1
高雄市,燕巢區,0.75616744706129,0.699929428369795,0.628044905740309,0.50170411073242,0.305507497116494,0.319784774231077,2,0.500317729294641,0.1789,0.6613,43,54.6
高雄市,那瑪夏區,0.847619047619048,0.785500299580587,0.683155917345022,0.346881569726699,0.191790040376851,0.192910702113156,0,0.837799043062201,,,,
高雄市,六龜區,0.793896155370591,0.707141428285657,0.608617234468938,0.456770627714173,0.289161554192229,0.29997932602853,7,0.53239473341155,0.0927,0.6791,48,51.1
高雄市,杉林區,0.804296958094023,0.716033483580167,0.618387372013652,0.479715600167294,0.258431887866842,0.331487889273356,2,0.552744310575636,0.0889,0.6998,49,50.6
高雄市,美濃區,0.800371300644316,0.737917178256502,0.637539918511177,0.429678669465526,0.265836914662053,0.276827896512936,2,0.601227470478558,0.1569,0.7179,50,58.3
高雄市,內門區,0.804517387065323,0.71838609152042,0.6374528147054,0.512211221122112,0.278600749598429,0.299469964664311,2,0.528532608695652,0.0943,0.707,48,50.1
高雄市,桃源區,0.833890214797136,0.746993524514339,0.669440591770689,0.298312465977137,0.223037831733484,0.209809264305177,0,0.869220151828847,0.1254,0.6319,36,58.4
高雄市,甲仙區,0.791633466135458,0.702746365105008,0.620238095238095,0.449068569163694,0.279098360655738,0.293189368770764,1,0.592601976184444,0.0966,0.6867,47,49.4
高雄市,茂林區,0.819905213270142,0.755348837209302,0.650882079851439,0.313488372093023,0.217757009345794,0.232514177693762,0,0.90530035335689,0.1057,0.5882,36,60
高雄市,湖內區,0.758276966892132,0.694937256598875,0.624990997479294,0.521031689640472,0.315325248070562,0.319193272307807,4,0.487952129080515,0.2056,0.6608,41.7973,55.5
高雄市,路竹區,0.754667199680192,0.689664928660927,0.616819782265571,0.49659726976201,0.317853755103724,0.32977481234362,2,0.514971364541833,0.2323,0.667,40.55,57.6
高雄市,梓官區,0.7717277486911,0.724354657687991,0.654716032836321,0.520527116066903,0.31254761765223,0.31063930731823,4,0.461325724319579,0.1905,0.6468,42,53.6
高雄市,阿蓮區,0.752669175819955,0.694212944933406,0.609220465695818,0.508273326183545,0.314372211599745,0.348463016330452,3,0.461001551074673,0.1892,0.653,41,53.7
高雄市,茄萣區,0.758891555749509,0.707918234816619,0.632291283560132,0.529437481783737,0.310635390571624,0.345435049019608,1,0.469027507039203,0.17,0.6351,42.9426,49.9
高雄市,大社區,0.735047846889952,0.661641541038526,0.605520448312865,0.523792443806791,0.340100266138516,0.357196075996523,2,0.48148835482973,0.2114,0.6505,41.6988,57.6
高雄市,橋頭區,0.751295597484277,0.698526036619575,0.64578103386444,0.550674315619968,0.321943972835314,0.338637094181935,3,0.438696160199847,0.2513,0.6595,42,61.2
高雄市,鳥松區,0.728849208052539,0.683791042190072,0.626551514625467,0.512198275862069,0.346982853616609,0.349498624545213,3,0.516431924882629,0.3158,0.6603,43.6907,68.8
高雄市,仁武區,0.750388582732796,0.698087334799158,0.635516009181911,0.500639234812254,0.318550830001212,0.317477284874399,4,0.50888579227671,0.243,0.6553,39.2143,61.4
高雄市,岡山區,0.757416709379805,0.709036044973545,0.647553832192063,0.460962808053471,0.306327517342863,0.31070755815184,10,0.542363237779674,0.2472,0.6517,40.063,59.9
高雄市,田寮區,0.806241872561768,0.703150912106136,0.617936925098555,0.577624135763671,0.310309278350515,0.311566516151442,1,0.427486712224753,0.0973,0.7386,52.6228,49.9
高雄市,大樹區,0.769303671189146,0.708786439985705,0.625,0.533228701750944,0.304541915390605,0.321665188585737,3,0.4764621443557,0.1836,0.6456,43,55
高雄市,苓雅區,0.723890200642324,0.685654984151335,0.639485027094906,0.487590387188916,0.332695672460049,0.347270941490108,20,0.540001133444159,0.3271,0.6432,44,62.5
高雄市,前金區,0.722172008621289,0.681091317155281,0.631238447319778,0.506342274901227,0.335304724125496,0.346815772275071,7,0.53246146660439,0.3525,0.6464,48,63.8
高雄市,鳳山區,0.739777162566942,0.696030358102162,0.641604353890833,0.462579768477906,0.325398457281502,0.328784082535004,20,0.558815066393075,0.287,0.6438,40.8703,62
高雄市,小港區,0.739852326444505,0.692147370364996,0.623991789581716,0.49583437200698,0.328928364132122,0.341738481373414,3,0.510295357749005,0.2329,0.6499,39.3147,61.9
高雄市,旗津區,0.72910927456382,0.700474080982358,0.643409641378233,0.577163875410863,0.327505827505828,0.35268080841824,0,0.448264258874993,0.1516,0.6362,42,52.5
高雄市,三民區,0.717033031759495,0.679455782312925,0.627497835703189,0.49773254712513,0.343897028351332,0.34882479615689,23,0.522660557737316,0.2946,0.6424,45.8396,63.6
高雄市,新興區,0.71453933498539,0.668797953964194,0.629709928229665,0.513907481778968,0.348235657478187,0.365052371197774,5,0.527414486921529,0.3596,0.6459,46,63.7
高雄市,左營區,0.72603577276213,0.69672873364627,0.655407092907093,0.4273701737954,0.317431641143902,0.324649149791558,3,0.613682544820269,0.3086,0.6476,41,70.9
高雄市,鼓山區,0.716483483972131,0.691064298909481,0.63712030970816,0.465294831208024,0.337952341623077,0.341717697489284,2,0.564625850340136,0.3296,0.6528,41,68
高雄市,楠梓區,0.733080805242393,0.693721494860566,0.637003009301477,0.464431216332443,0.326197085357391,0.331739529054046,2,0.559708655637739,0.2878,0.6492,38.9678,65.1
高雄市,林園區,0.752715535969214,0.689227046988412,0.617717152712449,0.525107469939568,0.31512251891123,0.331034033968894,1,0.466034462819475,0.1722,0.6426,40,58.7
高雄市,鹽埕區,0.712107979356888,0.667337411461687,0.641175528507367,0.551431934091801,0.381667357942762,0.387973086627418,1,0.476853876429062,0.2732,0.636,48,56.6
新北市,汐止區,0.686592115667006,0.643818101585218,0.593228638781018,0.425558284697028,0.362956173016328,0.370491502277917,3,0.598264085954166,0.2803,0.6435,43,63.6
新北市,新莊區,0.697423262390394,0.651142284994927,0.591125324592397,0.477181940515168,0.358285735900443,0.365912771240419,8,0.504262753319357,0.2548,0.6315,38.6751,59.6
新北市,新店區,0.701598431935511,0.668776882744481,0.618340331599435,0.368448365334717,0.33103231441048,0.339713725572865,18,0.67083292587522,0.3402,0.6502,45,66.6
新北市,中和區,0.702520081000744,0.669315502485898,0.61772991496116,0.409360614614373,0.3391055843873,0.348320095145054,13,0.618191520110279,0.2915,0.6425,42.3411,63.3
新北市,樹林區,0.705436250758993,0.651195063625212,0.588868783927123,0.47204822856577,0.346579142243922,0.355251878372246,5,0.528360779248735,0.237,0.6398,38.8538,58.5
新北市,三重區,0.692069012547736,0.642715003335595,0.585854059302412,0.505757639453038,0.363124031098108,0.375506591512554,8,0.485640968317303,0.2387,0.6232,41,57.5
新北市,貢寮區,0.754753257850887,0.672067401166559,0.577375762859634,0.546552076938817,0.305629432624114,0.317438997089769,0,0.44883587237712,0.1225,0.7178,48,50.3
新北市,蘆洲區,0.692305014735572,0.637186832677923,0.581780222615794,0.500093484154436,0.359458534455289,0.372376495308135,3,0.48280053109999,0.2282,0.6213,38.7461,58.2
新北市,雙溪區,0.779558011049724,0.699216564073867,0.589772095608672,0.47414026536691,0.299686341602509,0.295525790823596,0,0.54406538734897,0.131,0.7033,51,53.1
新北市,永和區,0.693037353015463,0.658533396830733,0.613424015009381,0.380904776141715,0.341346923779827,0.354650395156271,13,0.658622206361984,0.3642,0.6435,43.8242,69.6
新北市,泰山區,0.716221335120487,0.663941367127048,0.600041132918087,0.454309842748981,0.339763884368435,0.350054914066906,8,0.528988627441048,0.2424,0.646,38.9774,62.5
新北市,板橋區,0.695120365883924,0.654944716231062,0.60890951644254,0.474448636849785,0.357967022967448,0.365273865987133,15,0.526413046067565,0.281,0.6403,40.3079,62.8
新北市,瑞芳區,0.74401336550956,0.669251287140996,0.595969228813021,0.458854712445294,0.314498662249968,0.33343949044586,0,0.60642970341861,0.1462,0.6575,45,52.6
新北市,石碇區,0.753313253012048,0.667477203647416,0.582360172095882,0.508651551312649,0.32018927444795,0.344458438287154,0,0.463957525015316,0.1386,0.682,48,51.8
新北市,金山區,0.748725338062514,0.676375404530744,0.588672446796532,0.478406055209261,0.308676436380554,0.374384800274694,0,0.52307176953354,0.1572,0.6683,42.3189,49.5
新北市,烏來區,0.759139784946237,0.712606837606838,0.635256180580437,0.424342105263158,0.294759825327511,0.302435478007997,1,0.630546702623192,0.1654,0.6714,39,61.6
新北市,萬里區,0.759863345823231,0.699877954066349,0.60561810277561,0.463790446841294,0.280063470474895,0.300541412279691,1,0.55700187170325,0.1444,0.6933,45,50.7
新北市,平溪區,0.804270462633452,0.708032955715757,0.634044768349818,0.517676767676768,0.279529663281668,0.296637744034707,0,0.519614147909968,0.0875,0.7372,53.1061,52.3
新北市,石門區,0.742940603700097,0.666077738515901,0.585496334456113,0.453966415749855,0.314098629015756,0.321588594704684,0,0.570919067215364,0.1495,0.6697,42,51
新北市,三芝區,0.73000214454214,0.65100162425555,0.58706793152328,0.460640462675378,0.337729420815474,0.353097639366065,1,0.576895306859206,0.1784,0.6538,44.8386,49.7
新北市,八里區,0.720220941402498,0.668772183119774,0.579055317608735,0.455102040816327,0.341789864330474,0.346718664310523,1,0.526907510118423,0.2018,0.6459,40.9849,56.3
新北市,深坑區,0.698023426061493,0.650892448512586,0.58803528763095,0.452226978777666,0.350882079851439,0.358995815899582,5,0.583610523132749,0.2468,0.6301,43.1437,60.4
新北市,坪林區,0.772549019607843,0.693884892086331,0.61148769175883,0.533103448275862,0.30307467057101,0.329299596626329,0,0.433876377575467,0.1374,0.7103,50,54.8
新北市,林口區,0.683088899402176,0.644814153197168,0.593414196449807,0.423119777158774,0.355736459350917,0.36764962104713,1,0.576680310623159,0.3398,0.6642,38.2985,75.8
新北市,五股區,0.714932126696833,0.658885542168675,0.602305084745763,0.490447236859884,0.343120117987655,0.354236634917139,3,0.510636346964973,0.2031,0.6368,39,56.1
新北市,土城區,0.696763875823142,0.646874497069989,0.595432687738772,0.463208799544851,0.352896669954891,0.363162157471508,6,0.548808069468749,0.2387,0.6284,39.3478,57.7
新北市,淡水區,0.693218715068931,0.656408212078932,0.598653297813952,0.42104425131029,0.363150238409526,0.358956333648777,3,0.589269726118598,0.3185,0.6499,42.1609,64.8
新北市,三峽區,0.720624126494086,0.662329822224073,0.602796849332379,0.451959228005681,0.33402927158463,0.346776079423457,2,0.560177442920767,0.2323,0.6446,39,59.5
新北市,鶯歌區,0.716699828286407,0.65330529994812,0.587012200159731,0.476658208507271,0.339135737450453,0.354633572389063,1,0.523060773233869,0.2062,0.633,39,55.5
臺中市,沙鹿區,0.741344799466232,0.6821152555851,0.607990230286113,0.431878763945108,0.304597125544594,0.317433758709387,1,0.544379179284974,0.2576,0.6631,37,60.9
臺中市,后里區,0.742497579864472,0.684387263826516,0.581730769230769,0.434033882052102,0.292973548439931,0.310013829008379,0,0.559310235722196,0.1957,0.6648,39,55.2
臺中市,神岡區,0.759679400168056,0.689048450740669,0.600864225608369,0.461696922878846,0.292257789718554,0.301241825748068,1,0.48174123337364,0.2058,0.6534,38.3799,52
臺中市,潭子區,0.74821752265861,0.688627703969518,0.619907576310349,0.434472218311983,0.316305522147706,0.310986547085202,5,0.547155265457162,0.2339,0.6441,38,57.2
臺中市,西區,0.693080501955551,0.652873178086782,0.608069433792858,0.44433782960899,0.346857164313608,0.359637920673077,10,0.550125498302082,0.3776,0.6428,41,65.5
臺中市,大甲區,0.746744512177671,0.695457305612584,0.618838485986709,0.439353798306744,0.296910788747284,0.315760152470312,1,0.534118139729661,0.22,0.6505,38,54.2
臺中市,梧棲區,0.740484972141568,0.667647866870756,0.579384214062685,0.452957615277131,0.301407333994054,0.31375113965196,1,0.499190707416929,0.2316,0.6472,37,57.1
臺中市,大肚區,0.761928297152416,0.692028570337268,0.603123564538356,0.433631660435784,0.296200975684708,0.302284439658488,1,0.54832159010492,0.2202,0.6488,38.6546,54.8
臺中市,豐原區,0.739775675263238,0.684848098847207,0.61099939803015,0.451630882259801,0.30688572678383,0.326032468283654,6,0.506506397321088,0.2448,0.6471,39,55.9
臺中市,東勢區,0.79479002733372,0.72936660268714,0.650905263157895,0.389386428958221,0.256021031207598,0.28519102176413,4,0.608233997796254,0.1845,0.6725,43.4181,52.7
臺中市,西屯區,0.702055690706262,0.666802911752112,0.613893013441701,0.409818269929731,0.334962051201384,0.348241907308552,9,0.591137798036466,0.3524,0.6416,38,69.6
臺中市,南區,0.708223416381697,0.667412135359702,0.620863380420824,0.450771713088971,0.340829791807914,0.347458048271407,5,0.551574021974117,0.3415,0.6424,39,64.8
臺中市,南屯區,0.698729994576938,0.662986914565756,0.619785033874994,0.422003034901366,0.335028494032864,0.346935393401662,7,0.570112435167028,0.3553,0.6422,37.9264,73
臺中市,烏日區,0.738057069573581,0.683515403733888,0.607387060954941,0.442994763792056,0.3058357771261,0.317659939634255,0,0.557753529854917,0.2447,0.6518,38,58.3
臺中市,北屯區,0.716498146142474,0.676816082758402,0.61884640269668,0.412178871264983,0.320219103594418,0.33373627077396,14,0.59652331090384,0.3157,0.6443,38.5578,62.5
臺中市,清水區,0.752963084123909,0.686282950545694,0.6054181688925,0.446749550629119,0.306997397029551,0.321569229195438,1,0.508882464360482,0.2217,0.6522,39,54.4
臺中市,外埔區,0.774329856067609,0.703528942646375,0.611370612571734,0.415543008967121,0.266626319682604,0.276061646140386,0,0.586890649088299,0.1834,0.6705,39,54.3
臺中市,龍井區,0.743599441405795,0.688179268435199,0.611457292340251,0.431426081905315,0.318605129410382,0.316251140611662,5,0.537076371188521,0.2439,0.6472,37,57
臺中市,太平區,0.744818559523524,0.68783075161232,0.612008256435163,0.426731040129068,0.303205753291078,0.317333561610331,3,0.55578822968392,0.2327,0.64,37.9974,54.1
臺中市,和平區,0.828796561604585,0.737865810135617,0.62368842255024,0.364086249558148,0.209654686398872,0.227434257285004,0,0.684836745987825,0.1197,0.7122,45,53
臺中市,北區,0.708950852322652,0.66913554897187,0.613745055204582,0.429839286496271,0.335138503538628,0.345561272770286,23,0.585423568386181,0.3323,0.635,41,59.8
臺中市,大里區,0.741986303572003,0.687002279922634,0.615464553632319,0.444297552639216,0.309469676366603,0.321549995641182,3,0.537203742786172,0.2508,0.6379,37,55.7
臺中市,霧峰區,0.75996459841325,0.699362854412233,0.611332801276935,0.439017441676427,0.287458735296946,0.304026845637584,1,0.547518175636801,0.2237,0.6535,39.6471,53.2
臺中市,中區,0.746435845213849,0.697089609394945,0.615110205121672,0.488302638128422,0.315038560411311,0.320696324951644,4,0.521631776704241,0.2654,0.6517,42,54.3
