"","COUNTY_ID","COUNTY","TOWN_ID","TOWN","V_ID","VILLAGE","H_CNT","P_CNT","M_CNT","F_CNT","INFO_TIME","M_F_RAT","P_H_CNT","P_DEN","DEPENDENCY_RAT","A0A14_A15A65_RAT","A65UP_A15A64_RAT","A65_A0A14_RAT","COLLEGE_COUNT","COLLEGE_RATE","MARRIAGED_COUNT","MARRIAGED_RATE","A0_A19_COUNT","A20_A39_COUNT","A40_A59_COUNT","A60_A79_COUNT","A80up_COUNT","A0_A19_COUNT_RATE","A20_A39_COUNT_RATE","A40_A59_COUNT_RATE","A60_A79_COUNT_RATE","A80up_COUNT_RATE","FLD04"
"283","63000","臺北市","63000080","文山區","63000080-022","興昌里","2817","7016","3326","3690","107Y06M","90.14","2.49","12338.51","38.3","17.21","21.09","122.57",4197,59.8204104903079,3307,47.1351197263398,1231,1840,2419,1263,263,17.5456100342075,26.2257696693273,34.4783352337514,18.0017103762828,3.74857468643102,"843"
"284","63000","臺北市","63000080","文山區","63000080-023","試院里","2802","7151","3429","3722","107Y06M","92.13","2.55","16751.7","39.1","18.4","20.7","112.47",4139,57.8800167808698,3407,47.6436861977346,1310,2019,2244,1324,254,18.3191162075234,28.233813452664,31.3802265417424,18.514893021955,3.55195077611523,"803"
"285","63000","臺北市","63000080","文山區","63000080-024","華興里","3611","9339","4497","4842","107Y06M","92.87","2.59","14836.86","39.66","19.11","20.55","107.51",5147,55.1129671271014,4338,46.4503694185673,1818,2499,3076,1605,341,19.4667523289431,26.7587536138773,32.9371453046365,17.1859942177963,3.65135453474676,"817"
"286","63000","臺北市","63000080","文山區","63000080-025","明義里","1640","4413","2121","2292","107Y06M","92.54","2.69","20989.5","36.41","19.75","16.66","84.35",1751,39.6782234307727,1562,35.3954226150011,1041,1239,1352,642,139,23.5893949694086,28.0761386811693,30.6367550419216,14.5479265805574,3.14978472694312,"618"
"287","63000","臺北市","63000080","文山區","63000080-026","明興里","2775","7063","3388","3675","107Y06M","92.19","2.55","34088.5","33.21","15.03","18.18","120.95",3887,55.0332719807447,3327,47.1046297607249,1183,2030,2404,1205,241,16.7492566897919,28.7413280475719,34.0365283873708,17.0607390627212,3.41214781254424,"762"
"288","63000","臺北市","63000080","文山區","63000080-027","木柵里","3559","9200","4332","4868","107Y06M","88.99","2.58","16497.86","42.44","17.97","24.46","136.09",5170,56.195652173913,4399,47.8152173913044,1694,2328,2993,1768,417,18.4130434782609,25.304347826087,32.5326086956522,19.2173913043478,4.53260869565217,"831"
"289","63000","臺北市","63000080","文山區","63000080-028","木新里","4531","10532","5318","5214","107Y06M","101.99","2.32","33125.23","36.58","14.6","21.98","150.53",5015,47.6167869350551,4399,41.7679453095328,1621,2866,3508,2126,411,15.3911887580706,27.2123053551082,33.3080136726168,20.1860995062666,3.90239270793771,"659"
"290","63000","臺北市","63000080","文山區","63000080-029","順興里","2918","7964","3843","4121","107Y06M","93.25","2.73","52717.98","39.18","20.57","18.61","90.48",3862,48.4932194876946,3653,45.8689100954294,1639,2302,2426,1356,241,20.5801104972376,28.9050728277248,30.462079357107,17.0266197890507,3.02611752887996,"693"
"291","63000","臺北市","63000080","文山區","63000080-030","樟林里","3237","8852","4323","4529","107Y06M","95.45","2.73","37228.","42.77","18.58","24.19","130.21",4910,55.4676909173068,4126,46.6109353818346,1622,2433,2746,1688,363,18.3235427022142,27.4853140533213,31.0212381382738,19.0691369182106,4.10076818798012,"725"
"292","63000","臺北市","63000080","文山區","63000080-031","樟新里","2183","5868","2783","3085","107Y06M","90.21","2.69","31019.06","39.09","21.19","17.9","84.45",3261,55.5725971370143,2725,46.4383094751193,1242,1575,1935,965,151,21.1656441717791,26.840490797546,32.9754601226994,16.4451261077028,2.57327880027267,"830"
"293","63000","臺北市","63000080","文山區","63000080-032","樟腳里","2119","6001","2891","3110","107Y06M","92.96","2.83","33694.93","39.95","21.57","18.38","85.19",3010,50.1583069488419,2775,46.2422929511748,1240,1696,1901,967,197,20.6632227962006,28.2619563406099,31.6780536577237,16.1139810031661,3.28278620229962,"741"
"294","63000","臺北市","63000080","文山區","63000080-033","萬芳里","3167","8265","3906","4359","107Y06M","89.61","2.61","24593.46","36.14","17.43","18.71","107.37",4531,54.821536600121,3739,45.2389594676346,1509,2405,2555,1535,261,18.2577132486388,29.0986085904416,30.9134906231095,18.5722928009679,3.15789473684211,"759"
"295","63000","臺北市","63000080","文山區","63000080-034","博嘉里","2268","6129","2942","3187","107Y06M","92.31","2.7","1457.51","39.93","18.81","21.12","112.26",3171,51.7376407244249,2788,45.488660466634,1124,1760,1886,1125,234,18.3390438897047,28.7159406102137,30.7717409038995,18.3553597650514,3.81791483113069,"763"
"296","63000","臺北市","63000080","文山區","63000080-035","萬興里","3289","8886","4306","4580","107Y06M","94.02","2.7","2982.19","41.29","22.67","18.62","82.12",4887,54.9966239027684,4140,46.5901417960837,1959,2310,2873,1433,311,22.0459149223498,25.9959486833221,32.3317578212919,16.1264911096106,3.49988746342561,"836"
"297","63000","臺北市","63000080","文山區","63000080-036","指南里","1732","4128","2132","1996","107Y06M","106.81","2.38","643.","37.74","19.29","18.45","95.67",1986,48.1104651162791,1883,45.6153100775194,779,1156,1372,659,162,18.8711240310078,28.0038759689922,33.2364341085271,15.9641472868217,3.92441860465116,"776"
"298","63000","臺北市","63000080","文山區","63000080-037","老泉里","367","970","500","470","107Y06M","106.38","2.64","253.73","42.44","21.15","21.29","100.69",276,28.4536082474227,417,42.9896907216495,214,265,281,168,42,22.0618556701031,27.319587628866,28.9690721649485,17.319587628866,4.32989690721649,"552"
"299","63000","臺北市","63000080","文山區","63000080-038","忠順里","1727","4156","1981","2175","107Y06M","91.08","2.41","28674.73","37.8","13.46","24.34","180.79",2466,59.3358999037536,2053,49.3984600577478,633,1121,1359,830,213,15.2309913378248,26.9730510105871,32.6997112608277,19.9711260827719,5.12512030798845,"795"
"300","63000","臺北市","63000080","文山區","63000080-039","萬美里","2911","7641","3690","3951","107Y06M","93.39","2.62","10479.93","37.38","15.97","21.41","134.12",4219,55.2152859573354,3431,44.9024996728177,1305,2076,2433,1564,263,17.0789163722026,27.1692186886533,31.8413820180605,20.4685250621646,3.44195785891899,"747"
"301","63000","臺北市","63000080","文山區","63000080-040","政大里","2966","8082","3887","4195","107Y06M","92.66","2.72","2852.06","41.42","28.82","12.6","43.72",4784,59.1932689928236,3838,47.4882454837911,2209,1839,2903,959,172,27.3323434793368,22.7542687453601,35.9193268992824,11.8658747834694,2.12818609255135,"1199"
"302","63000","臺北市","63000080","文山區","63000080-041","樟文里","2325","6486","3178","3308","107Y06M","96.07","2.79","31786.95","40.15","19.58","20.57","105.08",3294,50.786308973173,3080,47.4868948504471,1281,1866,1975,1175,189,19.7502312673451,28.7696577243293,30.450200431699,18.1159420289855,2.91396854764107,"694"
"303","63000","臺北市","63000080","文山區","63000080-042","興邦里","2137","5089","2406","2683","107Y06M","89.68","2.38","23660.41","37.35","15.87","21.48","135.37",2972,58.4004716054235,2406,47.2784437021026,849,1382,1769,893,196,16.6830418549813,27.1566123010415,34.7612497543722,17.5476517979957,3.85144429160935,"786"
"304","63000","臺北市","63000080","文山區","63000080-043","樟樹里","1861","5178","2465","2713","107Y06M","90.86","2.78","67689.81","42.57","22.05","20.51","93.01",2536,48.9764387794515,2372,45.8091927385091,1094,1457,1552,914,161,21.1278485901893,28.1382773271533,29.9729625337968,17.6516029354963,3.10930861336423,"672"
"305","63000","臺北市","63000090","南港區","63000090-001","南港里","2837","6752","3471","3281","107Y06M","105.79","2.38","15700.39","39.82","18.89","20.94","110.86",3098,45.8827014218009,2923,43.2908767772512,1250,1860,2166,1255,221,18.5130331753554,27.5473933649289,32.0793838862559,18.5870853080569,3.27310426540284,"660"
"306","63000","臺北市","63000090","南港區","63000090-002","中南里","1505","3972","1974","1998","107Y06M","98.8","2.64","2356.26","38.93","18.36","20.57","112.",1592,40.0805639476334,1769,44.5367573011078,737,1187,1209,695,144,18.5548841893253,29.8841893252769,30.4380664652568,17.4974823766365,3.62537764350453,"603"
"307","63000","臺北市","63000090","南港區","63000090-003","新富里","1575","4205","2089","2116","107Y06M","98.72","2.67","25030.06","41.58","19.97","21.62","108.26",1912,45.4696789536266,1884,44.8038049940547,797,1301,1230,719,158,18.9536266349584,30.9393579072533,29.2508917954816,17.0986920332937,3.75743162901308,"623"
"308","63000","臺北市","63000090","南港區","63000090-004","三重里","3544","7778","3783","3995","107Y06M","94.69","2.19","7371.52","39.02","23.34","15.67","67.15",4303,55.3227050655696,3783,48.6371817948059,1638,2300,2506,1168,166,21.0593983029056,29.5705836976086,32.2190794548727,15.0167138081769,2.1342247364361,"966"
"309","63000","臺北市","63000090","南港區","63000090-005","東新里","2791","7625","3736","3889","107Y06M","96.07","2.73","31749.27","38.38","19.18","19.2","100.09",3309,43.3967213114754,3484,45.6918032786885,1468,2299,2276,1366,216,19.2524590163934,30.1508196721311,29.8491803278689,17.9147540983607,2.8327868852459,"638"
"310","63000","臺北市","63000090","南港區","63000090-006","新光里","1532","3936","1870","2066","107Y06M","90.51","2.57","2658.77","40.57","16.93","23.64","139.66",1899,48.2469512195122,1776,45.1219512195122,651,1180,1169,772,164,16.5396341463415,29.979674796748,29.7002032520325,19.6138211382114,4.16666666666667,"652"
"311","63000","臺北市","63000090","南港區","63000090-007","東明里","1913","4883","2382","2501","107Y06M","95.24","2.55","13656.95","38.45","18.74","19.71","105.14",2663,54.5361458120008,2356,48.2490272373541,907,1413,1555,856,152,18.5746467335654,28.9371288142535,31.8451771451976,17.5302068400573,3.11284046692607,"786"
"312","63000","臺北市","63000090","南港區","63000090-008","西新里","1852","5033","2476","2557","107Y06M","96.83","2.72","10714.85","38.76","19.22","19.55","101.72",2157,42.8571428571429,2248,44.6652096165309,951,1573,1494,859,156,18.8952910788794,31.253725412279,29.6840850387443,17.0673554540036,3.09954301609378,"623"
"313","63000","臺北市","63000090","南港區","63000090-009","玉成里","2002","5052","2449","2603","107Y06M","94.08","2.52","12149.37","40.41","19.07","21.35","111.95",2337,46.2589073634204,2280,45.1306413301663,898,1489,1574,926,165,17.7751385589865,29.4734758511481,31.1559778305622,18.3293745051465,3.26603325415677,"686"
"314","63000","臺北市","63000090","南港區","63000090-010","合成里","2770","7000","3389","3611","107Y06M","93.85","2.53","23915.03","40.56","16.04","24.52","152.82",3408,48.6857142857143,3319,47.4142857142857,1129,1959,2159,1495,258,16.1285714285714,27.9857142857143,30.8428571428571,21.3571428571429,3.68571428571429,"687"
"315","63000","臺北市","63000090","南港區","63000090-011","成福里","2962","7971","3823","4148","107Y06M","92.16","2.69","15864.33","37.24","16.53","20.71","125.31",3936,49.378998870907,3747,47.0079036507339,1353,2457,2350,1553,258,16.9740308618743,30.8242378622507,29.4818717852214,19.483126332957,3.23673315769665,"667"
"316","63000","臺北市","63000090","南港區","63000090-012","萬福里","1737","4426","2126","2300","107Y06M","92.43","2.55","42212.28","42.22","16.23","26.","160.2",2321,52.4401265250791,2096,47.356529597831,684,1330,1253,975,184,15.4541346588342,30.0497062810664,28.3099864437415,22.028920018075,4.15725259828287,"702"
"317","63000","臺北市","63000090","南港區","63000090-013","鴻福里","1727","4667","2230","2437","107Y06M","91.51","2.7","39862.31","39.86","15.94","23.91","150.",2362,50.610670666381,2260,48.4251124919649,738,1382,1409,977,161,15.8131562031283,29.6121705592458,30.1907006642383,20.9342189843583,3.44975358902935,"708"
"318","63000","臺北市","63000090","南港區","63000090-014","百福里","2152","5635","2739","2896","107Y06M","94.58","2.62","19644.89","38.83","17.71","21.11","119.19",2557,45.377107364685,2584,45.8562555456965,1005,1683,1692,1098,157,17.8349600709849,29.8669032830524,30.0266193433895,19.4853593611358,2.78615794143744,"653"
"319","63000","臺北市","63000090","南港區","63000090-015","聯成里","2005","5307","2578","2729","107Y06M","94.47","2.65","43056.03","43.35","18.07","25.28","139.91",2581,48.6338797814208,2478,46.6930469191634,916,1515,1591,1078,207,17.2602223478425,28.5472018089316,29.9792726587526,20.3127944224609,3.90050876201244,"644"
"320","63000","臺北市","63000090","南港區","63000090-016","舊莊里","3509","9503","4658","4845","107Y06M","96.14","2.71","1784.56","35.85","17.74","18.11","102.1",3803,40.0189413869304,4164,43.8177417657582,1803,2930,2958,1527,285,18.9729559086604,30.8323687256656,31.1270125223614,16.0686099126592,2.99905293065348,"611"
"321","63000","臺北市","63000090","南港區","63000090-017","中研里","3602","9863","4832","5031","107Y06M","96.04","2.74","10397.04","40.24","20.2","20.03","99.16",5192,52.641184223867,4580,46.4361756057994,1867,3086,2805,1774,331,18.9293318462942,31.2886545675758,28.4396228328095,17.9864138700193,3.35597688330123,"714"
"322","63000","臺北市","63000090","南港區","63000090-018","九如里","2504","6710","3318","3392","107Y06M","97.82","2.68","926.99","41.35","19.34","22.01","113.83",3073,45.7973174366617,3030,45.1564828614009,1237,1932,2046,1218,277,18.4351713859911,28.7928464977645,30.4918032786885,18.1520119225037,4.12816691505216,"656"
"323","63000","臺北市","63000090","南港區","63000090-019","仁福里","2249","5796","2842","2954","107Y06M","96.21","2.58","17591.3","36.28","16.27","20.01","122.98",2909,50.1897860593513,2575,44.4271911663216,1039,1445,2097,1012,203,17.9261559696342,24.9309868875086,36.1801242236025,17.4603174603175,3.5024154589372,"707"
"324","63000","臺北市","63000090","南港區","63000090-020","重陽里","2398","5744","2748","2996","107Y06M","91.72","2.4","14610.35","36.15","23.16","12.99","56.09",3239,56.3892757660167,2725,47.4408077994429,1299,1593,2010,738,104,22.6149025069638,27.733286908078,34.9930362116992,12.8481894150418,1.81058495821727,"1046"
"325","63000","臺北市","63000100","內湖區","63000100-001","西湖里","2835","7466","3598","3868","107Y06M","93.02","2.63","16719.89","34.47","13.98","20.5","146.65",3995,53.5092418965979,3538,47.3881596571122,1079,2472,2088,1591,236,14.4521832306456,33.1100991159925,27.9667827484597,21.309938387356,3.16099651754621,"675"
"326","63000","臺北市","63000100","內湖區","63000100-002","西康里","3836","9692","4625","5067","107Y06M","91.28","2.53","8317.39","33.48","15.23","18.25","119.8",5682,58.6256706562113,4611,47.5753198514239,1556,2911,3129,1807,289,16.054477919934,30.0350804787454,32.2843582335947,18.6442426743706,2.98184069335534,"789"
"327","63000","臺北市","63000100","內湖區","63000100-003","西安里","2594","6807","3228","3579","107Y06M","90.19","2.62","5575.59","34.31","14.42","19.89","137.89",3989,58.6014396944322,3332,48.9496106948729,1014,2187,1972,1428,206,14.8964301454385,32.1286910533275,28.9701777581901,20.978404583517,3.02629645952696,"740"
"328","63000","臺北市","63000100","內湖區","63000100-005","港墘里","2373","6424","3024","3400","107Y06M","88.94","2.71","9032.11","37.21","20.01","17.19","85.91",3489,54.3119551681196,3001,46.7154420921544,1278,1853,1993,1142,158,19.8941469489415,28.8449564134496,31.0242839352428,17.7770859277709,2.45952677459527,"754"
"329","63000","臺北市","63000100","內湖區","63000100-006","港都里","2177","6021","2898","3123","107Y06M","92.8","2.77","47391.16","42.27","25.09","17.18","68.46",3184,52.8815811327022,2722,45.2084371366883,1350,1787,1723,1001,160,22.4215246636771,29.6794552399934,28.6165088855672,16.6251453246969,2.65736588606544,"724"
"330","63000","臺北市","63000100","內湖區","63000100-007","港富里","3623","10058","4809","5249","107Y06M","91.62","2.78","27498.76","39.19","20.27","18.92","93.31",5225,51.9486975541857,4615,45.8838735335057,1959,2978,2983,1821,317,19.4770332073971,29.6082720222708,29.6579836945715,18.104991051899,3.1517200238616,"756"
"331","63000","臺北市","63000100","內湖區","63000100-008","港華里","3356","9761","4646","5115","107Y06M","90.83","2.91","14035.03","41.2","24.71","16.49","66.74",5168,52.9453949390431,4515,46.2555066079295,2194,2845,2804,1706,212,22.4772052043848,29.1466038315746,28.7265649011372,17.4777174469829,2.1719086159205,"741"
"332","63000","臺北市","63000100","內湖區","63000100-009","內湖里","2640","6172","2823","3349","107Y06M","84.29","2.34","38924.59","32.13","13.29","18.84","141.71",3523,57.0803629293584,2888,46.7919637070642,894,1872,2025,1160,221,14.4847699287103,30.3305249513934,32.8094620868438,18.7945560596241,3.58068697342839,"750"
"333","63000","臺北市","63000100","內湖區","63000100-010","湖濱里","3332","8726","4094","4632","107Y06M","88.39","2.62","13012.27","38.9","18.29","20.61","112.71",5217,59.7868439147376,4175,47.8455191382077,1599,2402,2682,1733,310,18.3245473298189,27.5269310107724,30.7357322942929,19.8601879440752,3.55260142104057,"818"
"334","63000","臺北市","63000100","內湖區","63000100-011","紫星里","3054","8292","3995","4297","107Y06M","92.97","2.72","37926.74","35.29","15.92","19.37","121.62",4402,53.0873130728413,3841,46.3217559093102,1374,2580,2435,1676,227,16.5701881331404,31.1143270622287,29.3656536420646,20.2122527737578,2.73757838880849,"716"
"335","63000","臺北市","63000100","內湖區","63000100-012","大湖里","2183","5720","2672","3048","107Y06M","87.66","2.62","1971.16","32.53","17.05","15.48","90.76",3535,61.8006993006993,2719,47.534965034965,1010,1749,1863,963,135,17.6573426573427,30.5769230769231,32.5699300699301,16.8356643356643,2.36013986013986,"885"
"336","63000","臺北市","63000100","內湖區","63000100-013","金龍里","2080","5581","2743","2838","107Y06M","96.65","2.68","33093.97","35.3","15.64","19.66","125.74",2846,50.9944454398853,2663,47.7154631786418,893,1698,1710,1131,149,16.0007167174342,30.4246550797348,30.6396703099803,20.2651854506361,2.66977244221466,"664"
"337","63000","臺北市","63000100","內湖區","63000100-014","金瑞里","2591","7018","3292","3726","107Y06M","88.35","2.71","2942.46","38.61","19.99","18.63","93.18",3574,50.9261897976632,3265,46.5232259903106,1374,2064,2087,1304,189,19.578227415218,29.4100883442576,29.7378170418923,18.5807922485038,2.69307495012824,"706"
"338","63000","臺北市","63000100","內湖區","63000100-015","碧山里","2730","7349","3569","3780","107Y06M","94.42","2.69","1971.64","33.79","17.8","15.98","89.78",3760,51.1634235950469,3360,45.7205061913185,1340,2181,2380,1232,216,18.2337733024901,29.6775071438291,32.385358552184,16.7641856034835,2.93917539801334,"739"
"339","63000","臺北市","63000100","內湖區","63000100-016","紫雲里","2298","6146","2946","3200","107Y06M","92.06","2.67","16801.26","38.55","18.42","20.13","109.3",3094,50.3416856492027,2748,44.7120078099577,1183,1648,2065,999,251,19.248291571754,26.8141880898145,33.5990888382688,16.25447445493,4.08395704523267,"732"
"340","63000","臺北市","63000100","內湖區","63000100-017","清白里","3729","8856","4120","4736","107Y06M","86.99","2.37","23028.44","33.33","17.59","15.75","89.55",5423,61.2353206865402,4205,47.4819331526649,1658,2439,3078,1443,238,18.7217705510388,27.5406504065041,34.7560975609756,16.2940379403794,2.68744354110208,"928"
"341","63000","臺北市","63000100","內湖區","63000100-018","葫洲里","2756","7953","3789","4164","107Y06M","90.99","2.89","34069.15","39.5","27.15","12.35","45.48",4365,54.8849490758204,3609,45.3791022255753,2109,2150,2541,993,160,26.5182949830253,27.0338237143216,31.9502074688797,12.4858543945681,2.01181943920533,"925"
"342","63000","臺北市","63000100","內湖區","63000100-019","紫陽里","3208","8434","4051","4383","107Y06M","92.43","2.63","20657.95","33.13","15.66","17.47","111.59",4932,58.4775907042921,4087,48.4586198719469,1384,2679,2502,1640,229,16.4097699786578,31.76428740811,29.6656390799146,19.4451031539009,2.71520037941665,"773"
"343","63000","臺北市","63000100","內湖區","63000100-020","瑞陽里","3163","7986","3770","4216","107Y06M","89.42","2.52","44384.17","36.68","14.8","21.87","147.75",4547,56.9371399949912,3824,47.8837966441272,1307,2149,2701,1460,369,16.366140746306,26.9095917856248,33.8216879539194,18.2819934886051,4.6205860255447,"773"
"344","63000","臺北市","63000100","內湖區","63000100-021","瑞光里","1790","4789","2238","2551","107Y06M","87.73","2.68","32513.43","33.77","14.66","19.11","130.29",2695,56.274796408436,2272,47.4420547087075,710,1508,1479,903,189,14.8256420964711,31.4888285654625,30.8832741699729,18.855711004385,3.9465441637085,"716"
"345","63000","臺北市","63000100","內湖區","63000100-022","五分里","4154","11882","5662","6220","107Y06M","91.03","2.86","38035.42","41.52","29.59","11.93","40.34",5146,43.3092072041744,5146,43.3092072041744,3188,3565,3465,1466,198,26.8304999158391,30.0033664366268,29.1617572799192,12.3379902373338,1.6663861302811,"708"
"346","63000","臺北市","63000100","內湖區","63000100-023","東湖里","2862","8106","3918","4188","107Y06M","93.55","2.83","52589.92","30.85","18.93","11.91","62.92",3865,47.6807303232174,3612,44.559585492228,1663,2691,2454,1154,144,20.5156674068591,33.1976313841599,30.2738712065137,14.2363681223785,1.77646188008882,"672"
"347","63000","臺北市","63000100","內湖區","63000100-024","樂康里","3171","9159","4389","4770","107Y06M","92.01","2.89","51685.03","33.65","21.54","12.11","56.23",4385,47.8764057211486,4169,45.5180696582596,1936,3028,2667,1364,164,21.1376787858937,33.060377770499,29.1188994431707,14.8924555082433,1.79058849219347,"696"
"348","63000","臺北市","63000100","內湖區","63000100-025","內溝里","1830","4964","2419","2545","107Y06M","95.05","2.71","1152.84","32.59","17.39","15.2","87.4",2501,50.3827558420629,2266,45.6486704270749,883,1597,1559,787,138,17.7880741337631,32.1716357775987,31.406124093473,15.8541498791297,2.78001611603546,"661"
"349","63000","臺北市","63000100","內湖區","63000100-026","週美里","3604","8411","4051","4360","107Y06M","92.91","2.33","17699.28","37.14","18.91","18.23","96.38",4215,50.1129473308762,3999,47.5448817025324,1486,2545,2695,1433,252,17.6673403875877,30.2579954821068,32.0413743906789,17.0372131732255,2.99607656640114,"797"
"350","63000","臺北市","63000100","內湖區","63000100-027","行善里","2829","7051","3489","3562","107Y06M","97.95","2.49","19615.37","33.92","16.49","17.44","105.76",3186,45.1850801304779,3308,46.9153311587009,1224,2088,2371,1147,221,17.3592398241384,29.6128208764714,33.6264359665296,16.2671961423911,3.13430719046944,"677"
"351","63000","臺北市","63000100","內湖區","63000100-028","石潭里","1994","4175","1972","2203","107Y06M","89.51","2.09","3441.99","34.59","18.25","16.34","89.58",2221,53.1976047904192,1920,45.9880239520958,738,1327,1352,637,121,17.6766467065868,31.7844311377245,32.3832335329341,15.2574850299401,2.89820359281437,"823"
"352","63000","臺北市","63000100","內湖區","63000100-029","湖興里","4087","8872","4411","4461","107Y06M","98.88","2.17","16481.06","32.7","14.82","17.87","120.59",4453,50.1916140667268,3770,42.4932371505861,1347,2601,2924,1752,248,15.1825969341749,29.3169522091975,32.9576194770063,19.7475202885482,2.79531109107304,"742"
"353","63000","臺北市","63000100","內湖區","63000100-030","湖元里","2115","5712","2744","2968","107Y06M","92.45","2.7","2449.55","35.84","17.17","18.67","108.73",3151,55.1645658263305,2768,48.4593837535014,997,1863,1559,1135,158,17.4544817927171,32.6155462184874,27.2934173669468,19.8704481792717,2.76610644257703,"750"
"354","63000","臺北市","63000100","內湖區","63000100-031","安湖里","2735","8325","3972","4353","107Y06M","91.25","3.04","50494.33","35.15","23.08","12.06","52.25",4262,51.1951951951952,3868,46.4624624624625,1922,2591,2453,1203,156,23.0870870870871,31.1231231231231,29.4654654654655,14.4504504504505,1.87387387387387,"745"
"355","63000","臺北市","63000100","內湖區","63000100-032","秀湖里","2461","6455","3107","3348","107Y06M","92.8","2.62","12977.48","35.78","14.77","21.01","142.31",3965,61.425251742835,3153,48.845855925639,1048,1874,1983,1336,214,16.2354763749032,29.0317583268784,30.7203718048025,20.6971340046476,3.3152594887684,"849"
"356","63000","臺北市","63000100","內湖區","63000100-033","安泰里","2109","5802","2779","3023","107Y06M","91.93","2.75","5053.","34.","19.45","14.55","74.82",2729,47.0355049982765,2663,45.8979662185453,1131,1832,1817,897,125,19.493278179938,31.575318855567,31.3167873147191,15.4601861427094,2.15442950706653,"652"
"357","63000","臺北市","63000100","內湖區","63000100-034","金湖里","3978","10652","4959","5693","107Y06M","87.11","2.68","12467.26","40.81","26.95","13.85","51.4",6350,59.6132181749906,5007,47.0052572286894,2799,2512,3747,1328,266,26.2767555388659,23.5824258355238,35.1764926774315,12.467142320691,2.4971836274878,"1155"
"358","63000","臺北市","63000100","內湖區","63000100-035","康寧里","3201","9597","4594","5003","107Y06M","91.82","3.","27924.88","39.84","25.76","14.08","54.64",5045,52.5685109930186,4332,45.1391059706158,2380,2593,3098,1298,228,24.799416484318,27.0188600604355,32.2809211211837,13.5250599145566,2.3757424195061,"833"
"359","63000","臺北市","63000100","內湖區","63000100-036","明湖里","2008","6013","2867","3146","107Y06M","91.13","2.99","69578.8","37.82","27.07","10.75","39.71",2964,49.2931980708465,2706,45.0024945950441,1530,1818,1804,752,109,25.444869449526,30.2344919341427,30.0016630633627,12.5062364876102,1.81273906535839,"747"
"360","63000","臺北市","63000100","內湖區","63000100-037","蘆洲里","507","1416","760","656","107Y06M","115.85","2.79","1828.83","33.71","19.74","13.98","70.81",449,31.7090395480226,596,42.090395480226,294,436,451,210,25,20.7627118644068,30.7909604519774,31.8502824858757,14.8305084745763,1.76553672316384,"564"
"361","63000","臺北市","63000100","內湖區","63000100-038","麗山里","2335","6392","3040","3352","107Y06M","90.69","2.74","35723.27","38.63","22.21","16.42","73.93",3317,51.8929912390488,2937,45.9480600750939,1361,1942,1866,1059,164,21.2922403003755,30.3817271589487,29.1927409261577,16.5675844806008,2.5657071339174,"775"
"362","63000","臺北市","63000100","內湖區","63000100-039","寶湖里","3831","9061","4358","4703","107Y06M","92.66","2.37","8531.16","37.23","22.57","14.66","64.97",5612,61.9357686789538,4581,50.5573336276349,1935,2653,2958,1347,168,21.3552588014568,29.2793289923849,32.6454033771107,14.8659088400839,1.85409998896369,"1209"
"363","63000","臺北市","63000100","內湖區","63000100-040","南湖里","2234","6141","2855","3286","107Y06M","86.88","2.75","17064.97","39.54","28.11","11.43","40.66",3551,57.8244585572382,2816,45.8557238234815,1677,1557,2073,722,112,27.3082559843674,25.3541768441622,33.7567171470445,11.7570428269012,1.82380719752483,"1118"
"364","63000","臺北市","63000110","士林區","63000110-001","仁勇里","1558","4148","2012","2136","107Y06M","94.19","2.66","31687.83","46.16","19.98","26.18","131.04",1900,45.8052073288332,1873,45.1542912246866,775,1134,1224,828,187,18.6837029893925,27.3384763741562,29.5081967213115,19.9614271938284,4.50819672131148,"661"
"365","63000","臺北市","63000110","士林區","63000110-002","義信里","1389","3429","1657","1772","107Y06M","93.51","2.47","15703.5","43.29","20.1","23.19","115.38",1617,47.156605424322,1484,43.2779235928842,679,909,1048,648,145,19.8016914552348,26.509186351706,30.5628463108778,18.8976377952756,4.2286380869058,"711"
"366","63000","臺北市","63000110","士林區","63000110-003","福林里","1265","3142","1523","1619","107Y06M","94.07","2.48","1545.9","46.75","17.47","29.29","167.65",1616,51.4322087842139,1430,45.5124124761299,503,822,946,684,187,16.008911521324,26.1616804583068,30.1082113303628,21.7695735200509,5.95162316995544,"731"
"367","63000","臺北市","63000110","士林區","63000110-004","福德里","2965","6077","3196","2881","107Y06M","110.93","2.05","21313.01","43.06","13.54","29.52","218.09",2922,48.0829356590423,2402,39.5260819483298,844,1376,2046,1480,331,13.8884317920026,22.6427513575778,33.6679282540727,24.3541220997203,5.44676649662662,"745"
"368","63000","臺北市","63000110","士林區","63000110-005","福志里","3060","7916","3757","4159","107Y06M","90.33","2.59","22176.34","46.95","16.78","30.17","179.76",4655,58.8049519959576,3877,48.9767559373421,1240,2087,2294,1878,417,15.6644770085902,26.3643254168772,28.9792824658919,23.7241030823648,5.2678120262759,"751"
"369","63000","臺北市","63000110","士林區","63000110-006","舊佳里","2540","6512","3056","3456","107Y06M","88.43","2.56","38329.56","45.55","16.12","29.44","182.66",3437,52.779484029484,3080,47.2972972972973,1036,1795,1878,1476,327,15.9090909090909,27.5644963144963,28.8390663390663,22.6658476658477,5.02149877149877,"681"
